AirPollutionAttributableDeaths,,,,,,,,,,,
ParentLocationCode,ParentLocation,Location,Period,Dim1,Dim1ValueCode,Dim2,FactValueNumeric,FactValueNumericLow,FactValueNumericHigh,Value,DateModified
EUR,Europe,Slovakia,2016,Both sexes,BTSX,Chronic obstructive pulmonary disease,189.4,88.85,314.4,189.4 [88.85 – 314.4],7/6/18 0:00
EUR,Europe,Ukraine,2016,Male,MLE,Ischaemic heart disease,19097,14866,23264,"19,097 [14,866 – 23,264]",7/6/18 0:00
WPR,Western Pacific,Philippines,2016,Both sexes,BTSX,Ischaemic heart disease,19109,15554,22336,"19,109 [15,554 – 22,336]",7/6/18 0:00
EUR,Europe,Germany,2016,Male,MLE,Total,19111,14759,23830,"19,111 [14,759 – 23,830]",7/6/18 0:00
WPR,Western Pacific,Philippines,2016,Female,FMLE,Total,19457,15880,23622,"19,457 [15,880 – 23,622]",7/6/18 0:00
SEAR,South-East Asia,Thailand,2016,Male,MLE,Total,19626,16702,23059,"19,626 [16,702 – 23,059]",7/6/18 0:00
AFR,Africa,Democratic Republic of the Congo,2016,Both sexes,BTSX,Lower respiratory infections,19632,14157,25496,"19,632 [14,157 – 25,496]",7/6/18 0:00
EMR,Eastern Mediterranean,Oman,2016,Male,MLE,"Trachea, bronchus, lung cancers",19.04,11.74,27.03,19.04 [11.74 – 27.03],7/6/18 0:00
AMR,Americas,Nicaragua,2016,Male,MLE,"Trachea, bronchus, lung cancers",19.09,10.01,30.42,19.09 [10.01 – 30.42],7/6/18 0:00
AMR,Americas,Bahamas,2016,Both sexes,BTSX,Stroke,19.13,13.7,28.26,19.13 [13.7 – 28.26],7/6/18 0:00
EUR,Europe,Iceland,2016,Male,MLE,Ischaemic heart disease,19.19,10.93,29.13,19.19 [10.93 – 29.13],7/6/18 0:00
AMR,Americas,Grenada,2016,Both sexes,BTSX,Ischaemic heart disease,19.34,15.15,23.33,19.34 [15.15 – 23.33],7/6/18 0:00
WPR,Western Pacific,Papua New Guinea,2016,Both sexes,BTSX,"Trachea, bronchus, lung cancers",19.38,8.97,33.11,19.38 [8.97 – 33.11],7/6/18 0:00
AFR,Africa,Cabo Verde,2016,Female,FMLE,Stroke,19.44,13.77,27.66,19.44 [13.77 – 27.66],7/6/18 0:00
EUR,Europe,Luxembourg,2016,Both sexes,BTSX,Stroke,19.47,8.56,44.87,19.47 [8.56 – 44.87],7/6/18 0:00
AMR,Americas,Barbados,2016,Female,FMLE,Stroke,19.54,11.4,33.6,19.54 [11.4 – 33.6],7/6/18 0:00
EUR,Europe,Malta,2016,Both sexes,BTSX,Chronic obstructive pulmonary disease,19.57,7.89,34.05,19.57 [7.89 – 34.05],7/6/18 0:00
AFR,Africa,Zimbabwe,2016,Male,MLE,"Trachea, bronchus, lung cancers",19.58,10.48,30.54,19.58 [10.48 – 30.54],7/6/18 0:00
EUR,Europe,Estonia,2016,Both sexes,BTSX,Chronic obstructive pulmonary disease,19.58,4.15,41.67,19.58 [4.15 – 41.67],7/6/18 0:00
AFR,Africa,Cabo Verde,2016,Both sexes,BTSX,Chronic obstructive pulmonary disease,19.61,10.88,29.9,19.61 [10.88 – 29.9],7/6/18 0:00
WPR,Western Pacific,Samoa,2016,Both sexes,BTSX,Ischaemic heart disease,19.62,14.76,24.2,19.62 [14.76 – 24.2],7/6/18 0:00
EUR,Europe,Cyprus,2016,Both sexes,BTSX,Lower respiratory infections,19.7,9.54,31.88,19.7 [9.54 – 31.88],7/6/18 0:00
EMR,Eastern Mediterranean,Tunisia,2016,Female,FMLE,"Trachea, bronchus, lung cancers",19.73,12.02,28.27,19.73 [12.02 – 28.27],7/6/18 0:00
AMR,Americas,Belize,2016,Both sexes,BTSX,Lower respiratory infections,19.74,10.88,29.93,19.74 [10.88 – 29.93],7/6/18 0:00
EMR,Eastern Mediterranean,Bahrain,2016,Both sexes,BTSX,"Trachea, bronchus, lung cancers",19.94,13.59,26.15,19.94 [13.59 – 26.15],7/6/18 0:00
SEAR,South-East Asia,Maldives,2016,Male,MLE,Ischaemic heart disease,19.95,14.01,26.2,19.95 [14.01 – 26.2],7/6/18 0:00
AMR,Americas,Costa Rica,2016,Both sexes,BTSX,Chronic obstructive pulmonary disease,190,82.74,322.5,190 [82.74 – 322.5],7/6/18 0:00
EUR,Europe,Norway,2016,Both sexes,BTSX,Chronic obstructive pulmonary disease,190.3,44.87,405.8,190.3 [44.87 – 405.8],7/6/18 0:00
EUR,Europe,Estonia,2016,Male,MLE,Ischaemic heart disease,190.8,129.4,255.7,190.8 [129.4 – 255.7],7/6/18 0:00
AMR,Americas,Trinidad and Tobago,2016,Male,MLE,Ischaemic heart disease,190.8,154.8,223.9,190.8 [154.8 – 223.9],7/6/18 0:00
AFR,Africa,Central African Republic,2016,Both sexes,BTSX,Chronic obstructive pulmonary disease,192.4,113,278.2,192.4 [113 – 278.2],7/6/18 0:00
EUR,Europe,Slovenia,2016,Both sexes,BTSX,Stroke,192.5,100.1,376.2,192.5 [100.1 – 376.2],7/6/18 0:00
EUR,Europe,Slovakia,2016,Male,MLE,"Trachea, bronchus, lung cancers",192.6,101.3,305.7,192.6 [101.3 – 305.7],7/6/18 0:00
AFR,Africa,Sierra Leone,2016,Both sexes,BTSX,Chronic obstructive pulmonary disease,192.9,94.39,315.6,192.9 [94.39 – 315.6],7/6/18 0:00
EUR,Europe,Ireland,2016,Female,FMLE,Ischaemic heart disease,193.1,106.8,295.7,193.1 [106.8 – 295.7],7/6/18 0:00
AFR,Africa,Zimbabwe,2016,Male,MLE,Stroke,193.4,151.8,249.5,193.4 [151.8 – 249.5],7/6/18 0:00
WPR,Western Pacific,Cambodia,2016,Female,FMLE,Chronic obstructive pulmonary disease,193.5,103.9,303.2,193.5 [103.9 – 303.2],7/6/18 0:00
AMR,Americas,El Salvador,2016,Female,FMLE,Lower respiratory infections,195,116,281,195 [116 – 281],7/6/18 0:00
EMR,Eastern Mediterranean,Saudi Arabia,2016,Male,MLE,"Trachea, bronchus, lung cancers",195.5,137.3,252.6,195.5 [137.3 – 252.6],7/6/18 0:00
AFR,Africa,Senegal,2016,Female,FMLE,Chronic obstructive pulmonary disease,195.6,110.9,291.2,195.6 [110.9 – 291.2],7/6/18 0:00
AFR,Africa,Guinea-Bissau,2016,Male,MLE,Lower respiratory infections,197.3,123.5,277.5,197.3 [123.5 – 277.5],7/6/18 0:00
EUR,Europe,Cyprus,2016,Both sexes,BTSX,Ischaemic heart disease,198.4,141,256.3,198.4 [141 – 256.3],7/6/18 0:00
AFR,Africa,Zambia,2016,Male,MLE,Stroke,198.4,161.1,245,198.4 [161.1 – 245],7/6/18 0:00
WPR,Western Pacific,New Zealand,2016,Male,MLE,Ischaemic heart disease,198.7,119,294.2,198.7 [119 – 294.2],7/6/18 0:00
AMR,Americas,Mexico,2016,Male,MLE,Stroke,2004,1472,2876,"2,004 [1,472 – 2,876]",7/6/18 0:00
AFR,Africa,South Africa,2016,Male,MLE,Stroke,2006,1565,2472,"2,006 [1,565 – 2,472]",7/6/18 0:00
AFR,Africa,Zimbabwe,2016,Female,FMLE,Total,2011,1511,2554,"2,011 [1,511 – 2,554]",7/6/18 0:00
AMR,Americas,Colombia,2016,Both sexes,BTSX,Stroke,2013,1458,2949,"2,013 [1,458 – 2,949]",7/6/18 0:00
EMR,Eastern Mediterranean,Yemen,2016,Female,FMLE,Lower respiratory infections,2013,1537,2515,"2,013 [1,537 – 2,515]",7/6/18 0:00
WPR,Western Pacific,Malaysia,2016,Both sexes,BTSX,Lower respiratory infections,2018,935.4,3354,"2,018 [935.4 – 3,354]",7/6/18 0:00
EUR,Europe,Poland,2016,Female,FMLE,Stroke,2020,1130,3662,"2,020 [1,130 – 3,662]",7/6/18 0:00
EUR,Europe,Tajikistan,2016,Female,FMLE,Total,2020,1755,2291,"2,020 [1,755 – 2,291]",7/6/18 0:00
AMR,Americas,Mexico,2016,Female,FMLE,Stroke,2026,1361,3169,"2,026 [1,361 – 3,169]",7/6/18 0:00
AFR,Africa,United Republic of Tanzania,2016,Male,MLE,Ischaemic heart disease,2030,1654,2379,"2,030 [1,654 – 2,379]",7/6/18 0:00
EUR,Europe,Germany,2016,Male,MLE,Stroke,2040,1156,3936,"2,040 [1,156 – 3,936]",7/6/18 0:00
EMR,Eastern Mediterranean,Iran (Islamic Republic of),2016,Female,FMLE,Stroke,2044,1507,2762,"2,044 [1,507 – 2,762]",7/6/18 0:00
EUR,Europe,Austria,2016,Both sexes,BTSX,Ischaemic heart disease,2057,1295,2892,"2,057 [1,295 – 2,892]",7/6/18 0:00
EUR,Europe,Ukraine,2016,Both sexes,BTSX,Chronic obstructive pulmonary disease,2060,1019,3362,"2,060 [1,019 – 3,362]",7/6/18 0:00
WPR,Western Pacific,Republic of Korea,2016,Male,MLE,Ischaemic heart disease,2067,1655,2450,"2,067 [1,655 – 2,450]",7/6/18 0:00
AFR,Africa,Democratic Republic of the Congo,2016,Both sexes,BTSX,Chronic obstructive pulmonary disease,2068,1168,3095,"2,068 [1,168 – 3,095]",7/6/18 0:00
WPR,Western Pacific,Viet Nam,2016,Female,FMLE,Chronic obstructive pulmonary disease,2069,1140,3177,"2,069 [1,140 – 3,177]",7/6/18 0:00
AMR,Americas,United States of America,2016,Female,FMLE,Lower respiratory infections,2072,361.9,5039,"2,072 [361.9 – 5,039]",7/6/18 0:00
AMR,Americas,Argentina,2016,Female,FMLE,Lower respiratory infections,2080,774.9,3831,"2,080 [774.9 – 3,831]",7/6/18 0:00
EUR,Europe,United Kingdom of Great Britain and Northern Ireland,2016,Female,FMLE,Lower respiratory infections,2086,630.2,4217,"2,086 [630.2 – 4,217]",7/6/18 0:00
AFR,Africa,Burundi,2016,Male,MLE,Total,2087,1662,2515,"2,087 [1,662 – 2,515]",7/6/18 0:00
AFR,Africa,South Africa,2016,Male,MLE,Chronic obstructive pulmonary disease,2089,1125,3274,"2,089 [1,125 – 3,274]",7/6/18 0:00
EUR,Europe,United Kingdom of Great Britain and Northern Ireland,2016,Female,FMLE,Chronic obstructive pulmonary disease,2090,743.4,3838,"2,090 [743.4 – 3,838]",7/6/18 0:00
AFR,Africa,Côte d’Ivoire,2016,Male,MLE,Ischaemic heart disease,2094,1753,2414,"2,094 [1,753 – 2,414]",7/6/18 0:00
AFR,Africa,Uganda,2016,Both sexes,BTSX,Ischaemic heart disease,2095,1750,2417,"2,095 [1,750 – 2,417]",7/6/18 0:00
EUR,Europe,Italy,2016,Both sexes,BTSX,Lower respiratory infections,2095,997.1,3443,"2,095 [997.1 – 3,443]",7/6/18 0:00
AFR,Africa,Burkina Faso,2016,Female,FMLE,Lower respiratory infections,2096,1523,2697,"2,096 [1,523 – 2,697]",7/6/18 0:00
AFR,Africa,Kenya,2016,Female,FMLE,Lower respiratory infections,2099,1362,2887,"2,099 [1,362 – 2,887]",7/6/18 0:00
AMR,Americas,Brazil,2016,Both sexes,BTSX,"Trachea, bronchus, lung cancers",2105,1009,3539,"2,105 [1,009 – 3,539]",7/6/18 0:00
EMR,Eastern Mediterranean,Tunisia,2016,Male,MLE,Ischaemic heart disease,2117,1701,2520,"2,117 [1,701 – 2,520]",7/6/18 0:00
EUR,Europe,Belgium,2016,Female,FMLE,Total,2118,1562,2853,"2,118 [1,562 – 2,853]",7/6/18 0:00
EMR,Eastern Mediterranean,Saudi Arabia,2016,Both sexes,BTSX,Stroke,2118,1750,2531,"2,118 [1,750 – 2,531]",7/6/18 0:00
WPR,Western Pacific,Republic of Korea,2016,Both sexes,BTSX,Chronic obstructive pulmonary disease,2120,1131,3327,"2,120 [1,131 – 3,327]",7/6/18 0:00
EUR,Europe,Poland,2016,Male,MLE,"Trachea, bronchus, lung cancers",2121,1150,3278,"2,121 [1,150 – 3,278]",7/6/18 0:00
EUR,Europe,Switzerland,2016,Both sexes,BTSX,Total,2121,1541,2843,"2,121 [1,541 – 2,843]",7/6/18 0:00
EUR,Europe,Azerbaijan,2016,Female,FMLE,Total,2121,1697,2545,"2,121 [1,697 – 2,545]",7/6/18 0:00
AFR,Africa,Côte d’Ivoire,2016,Both sexes,BTSX,Stroke,2121,1744,2531,"2,121 [1,744 – 2,531]",7/6/18 0:00
AFR,Africa,Burkina Faso,2016,Male,MLE,Lower respiratory infections,2122,1542,2730,"2,122 [1,542 – 2,730]",7/6/18 0:00
AFR,Africa,Eritrea,2016,Both sexes,BTSX,Total,2129,1840,2452,"2,129 [1,840 – 2,452]",7/6/18 0:00
AFR,Africa,Ghana,2016,Female,FMLE,Lower respiratory infections,2132,1455,2866,"2,132 [1,455 – 2,866]",7/6/18 0:00
AMR,Americas,Haiti,2016,Male,MLE,Total,2134,1754,2599,"2,134 [1,754 – 2,599]",7/6/18 0:00
WPR,Western Pacific,Australia,2016,Male,MLE,Total,2139,1548,2836,"2,139 [1,548 – 2,836]",7/6/18 0:00
SEAR,South-East Asia,Nepal,2016,Female,FMLE,Lower respiratory infections,2145,1702,2573,"2,145 [1,702 – 2,573]",7/6/18 0:00
EUR,Europe,Tajikistan,2016,Both sexes,BTSX,Ischaemic heart disease,2147,1712,2581,"2,147 [1,712 – 2,581]",7/6/18 0:00
WPR,Western Pacific,Viet Nam,2016,Male,MLE,Lower respiratory infections,2155,1458,2913,"2,155 [1,458 – 2,913]",7/6/18 0:00
EUR,Europe,Spain,2016,Both sexes,BTSX,Stroke,2156,856.4,5325,"2,156 [856.4 – 5,325]",7/6/18 0:00
EMR,Eastern Mediterranean,Saudi Arabia,2016,Female,FMLE,Ischaemic heart disease,2157,1805,2519,"2,157 [1,805 – 2,519]",7/6/18 0:00
EUR,Europe,Romania,2016,Female,FMLE,Stroke,2168,1128,4248,"2,168 [1,128 – 4,248]",7/6/18 0:00
AFR,Africa,Zambia,2016,Both sexes,BTSX,Lower respiratory infections,2170,1299,3115,"2,170 [1,299 – 3,115]",7/6/18 0:00
EUR,Europe,United Kingdom of Great Britain and Northern Ireland,2016,Male,MLE,Chronic obstructive pulmonary disease,2183,776.6,4009,"2,183 [776.6 – 4,009]",7/6/18 0:00
EUR,Europe,Armenia,2016,Both sexes,BTSX,Total,2192,1780,2607,"2,192 [1,780 – 2,607]",7/6/18 0:00
WPR,Western Pacific,Viet Nam,2016,Male,MLE,"Trachea, bronchus, lung cancers",2197,1281,3235,"2,197 [1,281 – 3,235]",7/6/18 0:00
EUR,Europe,Germany,2016,Male,MLE,"Trachea, bronchus, lung cancers",2205,1048,3728,"2,205 [1,048 – 3,728]",7/6/18 0:00
AMR,Americas,Peru,2016,Female,FMLE,Lower respiratory infections,2205,1364,3143,"2,205 [1,364 – 3,143]",7/6/18 0:00
EUR,Europe,Italy,2016,Female,FMLE,Chronic obstructive pulmonary disease,2207,990.3,3714,"2,207 [990.3 – 3,714]",7/6/18 0:00
AMR,Americas,Chile,2016,Female,FMLE,Total,2208,1810,2703,"2,208 [1,810 – 2,703]",7/6/18 0:00
WPR,Western Pacific,Singapore,2016,Both sexes,BTSX,Total,2211,1667,2847,"2,211 [1,667 – 2,847]",7/6/18 0:00
EUR,Europe,United Kingdom of Great Britain and Northern Ireland,2016,Both sexes,BTSX,"Trachea, bronchus, lung cancers",2225,1006,3889,"2,225 [1,006 – 3,889]",7/6/18 0:00
EUR,Europe,Georgia,2016,Female,FMLE,Total,2241,1691,2852,"2,241 [1,691 – 2,852]",7/6/18 0:00
AMR,Americas,Mexico,2016,Male,MLE,Lower respiratory infections,2242,1251,3401,"2,242 [1,251 – 3,401]",7/6/18 0:00
SEAR,South-East Asia,Indonesia,2016,Male,MLE,"Trachea, bronchus, lung cancers",2246,1159,3617,"2,246 [1,159 – 3,617]",7/6/18 0:00
AFR,Africa,Kenya,2016,Male,MLE,Lower respiratory infections,2258,1466,3106,"2,258 [1,466 – 3,106]",7/6/18 0:00
EUR,Europe,Uzbekistan,2016,Both sexes,BTSX,Stroke,2263,1762,2944,"2,263 [1,762 – 2,944]",7/6/18 0:00
EUR,Europe,Bulgaria,2016,Both sexes,BTSX,Stroke,2266,1417,3760,"2,266 [1,417 – 3,760]",7/6/18 0:00
SEAR,South-East Asia,Democratic People's Republic of Korea,2016,Both sexes,BTSX,"Trachea, bronchus, lung cancers",2283,1347,3333,"2,283 [1,347 – 3,333]",7/6/18 0:00
EMR,Eastern Mediterranean,Lebanon,2016,Both sexes,BTSX,Ischaemic heart disease,2291,1793,2788,"2,291 [1,793 – 2,788]",7/6/18 0:00
AFR,Africa,Ethiopia,2016,Male,MLE,Stroke,2291,1868,2776,"2,291 [1,868 – 2,776]",7/6/18 0:00
EUR,Europe,Italy,2016,Male,MLE,Stroke,2295,1157,4592,"2,295 [1,157 – 4,592]",7/6/18 0:00
EMR,Eastern Mediterranean,Iran (Islamic Republic of),2016,Male,MLE,Stroke,2321,1728,3108,"2,321 [1,728 – 3,108]",7/6/18 0:00
AFR,Africa,Algeria,2016,Both sexes,BTSX,Stroke,2327,1750,3097,"2,327 [1,750 – 3,097]",7/6/18 0:00
EUR,Europe,Turkey,2016,Both sexes,BTSX,Lower respiratory infections,2327,1766,2930,"2,327 [1,766 – 2,930]",7/6/18 0:00
AFR,Africa,Niger,2016,Both sexes,BTSX,Ischaemic heart disease,2338,1991,2697,"2,338 [1,991 – 2,697]",7/6/18 0:00
EUR,Europe,Republic of Moldova,2016,Both sexes,BTSX,Ischaemic heart disease,2344,1709,2984,"2,344 [1,709 – 2,984]",7/6/18 0:00
EUR,Europe,Belgium,2016,Male,MLE,Total,2353,1819,2976,"2,353 [1,819 – 2,976]",7/6/18 0:00
EUR,Europe,Tajikistan,2016,Male,MLE,Total,2359,2075,2659,"2,359 [2,075 – 2,659]",7/6/18 0:00
EUR,Europe,Turkey,2016,Female,FMLE,Chronic obstructive pulmonary disease,2365,1375,3445,"2,365 [1,375 – 3,445]",7/6/18 0:00
SEAR,South-East Asia,Sri Lanka,2016,Female,FMLE,Total,2369,1907,2895,"2,369 [1,907 – 2,895]",7/6/18 0:00
EUR,Europe,Italy,2016,Male,MLE,"Trachea, bronchus, lung cancers",2377,1232,3812,"2,377 [1,232 – 3,812]",7/6/18 0:00
SEAR,South-East Asia,Nepal,2016,Male,MLE,Chronic obstructive pulmonary disease,2387,1601,3264,"2,387 [1,601 – 3,264]",7/6/18 0:00
EUR,Europe,Lithuania,2016,Both sexes,BTSX,Total,2388,1736,3172,"2,388 [1,736 – 3,172]",7/6/18 0:00
AMR,Americas,Mexico,2016,Female,FMLE,Chronic obstructive pulmonary disease,2395,1227,3874,"2,395 [1,227 – 3,874]",7/6/18 0:00
AFR,Africa,Algeria,2016,Both sexes,BTSX,Lower respiratory infections,2396,1750,3071,"2,396 [1,750 – 3,071]",7/6/18 0:00
EUR,Europe,Bulgaria,2016,Female,FMLE,Ischaemic heart disease,2399,1628,3206,"2,399 [1,628 – 3,206]",7/6/18 0:00
AFR,Africa,Senegal,2016,Both sexes,BTSX,Lower respiratory infections,2400,1741,3089,"2,400 [1,741 – 3,089]",7/6/18 0:00
EUR,Europe,France,2016,Both sexes,BTSX,"Trachea, bronchus, lung cancers",2401,1140,4064,"2,401 [1,140 – 4,064]",7/6/18 0:00
EUR,Europe,Turkey,2016,Female,FMLE,Stroke,2405,1789,3257,"2,405 [1,789 – 3,257]",7/6/18 0:00
AFR,Africa,Burundi,2016,Both sexes,BTSX,Lower respiratory infections,2406,1673,3197,"2,406 [1,673 – 3,197]",7/6/18 0:00
EUR,Europe,Hungary,2016,Male,MLE,Ischaemic heart disease,2409,1802,2993,"2,409 [1,802 – 2,993]",7/6/18 0:00
EMR,Eastern Mediterranean,Saudi Arabia,2016,Both sexes,BTSX,Lower respiratory infections,2414,1922,2894,"2,414 [1,922 – 2,894]",7/6/18 0:00
AFR,Africa,Ethiopia,2016,Both sexes,BTSX,Chronic obstructive pulmonary disease,2422,1356,3670,"2,422 [1,356 – 3,670]",7/6/18 0:00
EMR,Eastern Mediterranean,Jordan,2016,Both sexes,BTSX,Total,2422,2123,2722,"2,422 [2,123 – 2,722]",7/6/18 0:00
EUR,Europe,Georgia,2016,Male,MLE,Total,2424,2031,2828,"2,424 [2,031 – 2,828]",7/6/18 0:00
AMR,Americas,Peru,2016,Male,MLE,Lower respiratory infections,2446,1513,3487,"2,446 [1,513 – 3,487]",7/6/18 0:00
SEAR,South-East Asia,Democratic People's Republic of Korea,2016,Female,FMLE,Ischaemic heart disease,2457,1863,3089,"2,457 [1,863 – 3,089]",7/6/18 0:00
AFR,Africa,Ghana,2016,Both sexes,BTSX,Stroke,2458,1964,3056,"2,458 [1,964 – 3,056]",7/6/18 0:00
EMR,Eastern Mediterranean,Egypt,2016,Female,FMLE,Chronic obstructive pulmonary disease,2464,1609,3406,"2,464 [1,609 – 3,406]",7/6/18 0:00
EUR,Europe,Spain,2016,Female,FMLE,Ischaemic heart disease,2466,1285,3893,"2,466 [1,285 – 3,893]",7/6/18 0:00
AFR,Africa,Guinea,2016,Female,FMLE,Total,2474,1923,3072,"2,474 [1,923 – 3,072]",7/6/18 0:00
AMR,Americas,Canada,2016,Female,FMLE,Total,2476,1581,3658,"2,476 [1,581 – 3,658]",7/6/18 0:00
WPR,Western Pacific,Cambodia,2016,Male,MLE,Total,2494,2120,2902,"2,494 [2,120 – 2,902]",7/6/18 0:00
SEAR,South-East Asia,Thailand,2016,Female,FMLE,Stroke,2506,1761,3691,"2,506 [1,761 – 3,691]",7/6/18 0:00
AFR,Africa,Ethiopia,2016,Female,FMLE,Stroke,2506,2004,3117,"2,506 [2,004 – 3,117]",7/6/18 0:00
EMR,Eastern Mediterranean,Syrian Arab Republic,2016,Female,FMLE,Ischaemic heart disease,2531,2027,3045,"2,531 [2,027 – 3,045]",7/6/18 0:00
AMR,Americas,Argentina,2016,Female,FMLE,Ischaemic heart disease,2533,1630,3522,"2,533 [1,630 – 3,522]",7/6/18 0:00
SEAR,South-East Asia,Myanmar,2016,Female,FMLE,Lower respiratory infections,2549,1823,3320,"2,549 [1,823 – 3,320]",7/6/18 0:00
SEAR,South-East Asia,Bangladesh,2016,Male,MLE,"Trachea, bronchus, lung cancers",2557,1689,3432,"2,557 [1,689 – 3,432]",7/6/18 0:00
AFR,Africa,Madagascar,2016,Both sexes,BTSX,Lower respiratory infections,2559,1427,3864,"2,559 [1,427 – 3,864]",7/6/18 0:00
AFR,Africa,Democratic Republic of the Congo,2016,Female,FMLE,Stroke,2563,2062,3149,"2,563 [2,062 – 3,149]",7/6/18 0:00
EUR,Europe,Azerbaijan,2016,Male,MLE,Total,2578,2162,2978,"2,578 [2,162 – 2,978]",7/6/18 0:00
EUR,Europe,Netherlands,2016,Female,FMLE,Total,2580,1898,3499,"2,580 [1,898 – 3,499]",7/6/18 0:00
AFR,Africa,Cameroon,2016,Both sexes,BTSX,Ischaemic heart disease,2584,2190,2979,"2,584 [2,190 – 2,979]",7/6/18 0:00
EMR,Eastern Mediterranean,Iraq,2016,Both sexes,BTSX,Lower respiratory infections,2585,2039,3149,"2,585 [2,039 – 3,149]",7/6/18 0:00
EUR,Europe,Bulgaria,2016,Male,MLE,Ischaemic heart disease,2587,1982,3158,"2,587 [1,982 – 3,158]",7/6/18 0:00
AFR,Africa,Benin,2016,Male,MLE,Total,2587,2114,3069,"2,587 [2,114 – 3,069]",7/6/18 0:00
EUR,Europe,France,2016,Both sexes,BTSX,Chronic obstructive pulmonary disease,2587,989.6,4621,"2,587 [989.6 – 4,621]",7/6/18 0:00
AMR,Americas,United States of America,2016,Female,FMLE,"Trachea, bronchus, lung cancers",2588,927.5,5080,"2,588 [927.5 – 5,080]",7/6/18 0:00
AFR,Africa,Guinea,2016,Male,MLE,Total,2591,1952,3272,"2,591 [1,952 – 3,272]",7/6/18 0:00
EUR,Europe,Germany,2016,Both sexes,BTSX,Lower respiratory infections,2595,892,4941,"2,595 [892 – 4,941]",7/6/18 0:00
AFR,Africa,Senegal,2016,Female,FMLE,Total,2597,2240,2995,"2,597 [2,240 – 2,995]",7/6/18 0:00
AFR,Africa,Côte d’Ivoire,2016,Female,FMLE,Lower respiratory infections,2602,1572,3729,"2,602 [1,572 – 3,729]",7/6/18 0:00
AFR,Africa,Guinea,2016,Both sexes,BTSX,Lower respiratory infections,2608,1470,3909,"2,608 [1,470 – 3,909]",7/6/18 0:00
EUR,Europe,Turkey,2016,Male,MLE,Stroke,2615,2051,3333,"2,615 [2,051 – 3,333]",7/6/18 0:00
WPR,Western Pacific,Cambodia,2016,Female,FMLE,Total,2619,2229,3051,"2,619 [2,229 – 3,051]",7/6/18 0:00
EMR,Eastern Mediterranean,Iran (Islamic Republic of),2016,Both sexes,BTSX,Chronic obstructive pulmonary disease,2626,1494,3897,"2,626 [1,494 – 3,897]",7/6/18 0:00
EMR,Eastern Mediterranean,Yemen,2016,Both sexes,BTSX,Stroke,2629,2220,3078,"2,629 [2,220 – 3,078]",7/6/18 0:00
AFR,Africa,Benin,2016,Female,FMLE,Total,2631,2180,3111,"2,631 [2,180 – 3,111]",7/6/18 0:00
WPR,Western Pacific,Lao People's Democratic Republic,2016,Both sexes,BTSX,Total,2635,2273,3038,"2,635 [2,273 – 3,038]",7/6/18 0:00
AFR,Africa,Senegal,2016,Male,MLE,Total,2642,2255,3071,"2,642 [2,255 – 3,071]",7/6/18 0:00
EUR,Europe,Hungary,2016,Female,FMLE,Ischaemic heart disease,2647,1706,3669,"2,647 [1,706 – 3,669]",7/6/18 0:00
AMR,Americas,Chile,2016,Male,MLE,Total,2649,2253,3141,"2,649 [2,253 – 3,141]",7/6/18 0:00
AFR,Africa,Nigeria,2016,Male,MLE,Chronic obstructive pulmonary disease,2652,1628,3769,"2,652 [1,628 – 3,769]",7/6/18 0:00
AFR,Africa,Democratic Republic of the Congo,2016,Female,FMLE,Ischaemic heart disease,2654,2136,3152,"2,654 [2,136 – 3,152]",7/6/18 0:00
EUR,Europe,Kazakhstan,2016,Female,FMLE,Ischaemic heart disease,2657,1809,3549,"2,657 [1,809 – 3,549]",7/6/18 0:00
EMR,Eastern Mediterranean,Tunisia,2016,Female,FMLE,Total,2657,2255,3086,"2,657 [2,255 – 3,086]",7/6/18 0:00
WPR,Western Pacific,Republic of Korea,2016,Both sexes,BTSX,"Trachea, bronchus, lung cancers",2679,1493,4057,"2,679 [1,493 – 4,057]",7/6/18 0:00
EMR,Eastern Mediterranean,Somalia,2016,Female,FMLE,Lower respiratory infections,2689,1814,3631,"2,689 [1,814 – 3,631]",7/6/18 0:00
AFR,Africa,Democratic Republic of the Congo,2016,Male,MLE,Ischaemic heart disease,2696,2272,3116,"2,696 [2,272 – 3,116]",7/6/18 0:00
EUR,Europe,Italy,2016,Male,MLE,Chronic obstructive pulmonary disease,2700,1212,4544,"2,700 [1,212 – 4,544]",7/6/18 0:00
AFR,Africa,Angola,2016,Male,MLE,Lower respiratory infections,2704,1767,3692,"2,704 [1,767 – 3,692]",7/6/18 0:00
SEAR,South-East Asia,Myanmar,2016,Male,MLE,Lower respiratory infections,2710,1938,3529,"2,710 [1,938 – 3,529]",7/6/18 0:00
AFR,Africa,South Sudan,2016,Female,FMLE,Total,2710,2252,3209,"2,710 [2,252 – 3,209]",7/6/18 0:00
EMR,Eastern Mediterranean,Sudan,2016,Male,MLE,Lower respiratory infections,2711,2087,3379,"2,711 [2,087 – 3,379]",7/6/18 0:00
AMR,Americas,Cuba,2016,Both sexes,BTSX,Ischaemic heart disease,2716,1997,3439,"2,716 [1,997 – 3,439]",7/6/18 0:00
EMR,Eastern Mediterranean,Libya,2016,Both sexes,BTSX,Total,2725,2402,3061,"2,725 [2,402 – 3,061]",7/6/18 0:00
EMR,Eastern Mediterranean,Iran (Islamic Republic of),2016,Both sexes,BTSX,Lower respiratory infections,2727,1998,3496,"2,727 [1,998 – 3,496]",7/6/18 0:00
